0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
513,"Tyler Smith
Mil
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
514,"Antonio Reeves
NO
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
515,"Adem Bona
Phi
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
516,"Jaylen Wells
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
517,"Paul Zipser
Chi
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
518,"Harrison Ingram
SA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
519,"MarJon Beauchamp
Mil
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
520,"Marcus Zegarowski
Bkn
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
521,"Patric Young
NO
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
522,"Joe Young
Ind
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
523,"Duop Reath
Por
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
524,"Bobi Klintman
DTD
Det
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
525,"Pelle Larsson
Mia
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
526,"Tristen Newton
Ind
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
527,"JD Davison
Bos
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
528,"Rade Zagorac
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
529,"Jonathan Mogbo
Tor
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
530,"Haywood Highsmith
Mia
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
531,"Moses Wright
Dal
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
532,"AJ Green
Mil
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
533,"Craig Porter Jr.
Cle
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
534,"Kenneth Lofton Jr.
FA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
535,"Udonis Haslem
Mia
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
536,"McKinley Wright IV
Dal
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
537,"Jamal Shead
Tor
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
538,"Zhou Qi
Hou
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
539,"Quinten Post
GS
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
540,"Sandro Mamukelashvili
SA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
541,"Ariel Hukporti
NY
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
542,"Ajay Mitchell
OKC
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
543,"Nate Wolters
Utah
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.1,0,--,--
544,"Robert Woodard II
OKC
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
545,"JT Thor
Cle
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
546,"Cassius Winston
Wsh
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
547,"Jamal Cain
NO
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
548,"Dalen Terry
DTD
Chi
SF, SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
549,"Colin Castleton
FA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
550,"Kevin McCullar Jr.
O
NY
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
551,"Nigel Hayes
Sac
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
552,"Anton Watson
Bos
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
553,"Zeke Nnaji
Den
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
554,"Jock Landale
DTD
Hou
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
555,"David Roddy
Atl
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
556,"Christian Koloko
DTD
LAL
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
557,"Adama Sanogo
Chi
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
558,"Gui Santos
GS
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
559,"Isaiah Mobley
FA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
560,"Taj Gibson
Cha
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
561,"Vit Krejci
Atl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
562,"Matthew Dellavedova
Sac
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
563,"Markieff Morris
Dal
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
564,"Satnam Singh Bhamara
Dal
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
565,"Kevin Knox II
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
566,"Kessler Edwards
DTD
Dal
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
567,"Patrick Baldwin Jr.
Wsh
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
568,"James Michael McAdoo
Phi
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
569,"Blake Wesley
SA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
570,"Cam Spencer
O
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
571,"Dylan Windler
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
572,"Cam Christie
LAC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
573,"Keita Bates-Diop
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
574,"Sharife Cooper
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
575,"Jamil Wilson
LAC
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
576,"Rakeem Christmas
Ind
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
577,"Mike James
Bkn
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
578,"Oscar Tshiebwe
Utah
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
579,"Anthony Brown
Phi
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
580,"Monta Ellis
Ind
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
581,"C.J. Williams
Bkn
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
582,"Ulrich Chomche
Tor
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
583,"Ty Jerome
Cle
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
584,"Jack White
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
585,"Matt Ryan
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
586,"Enrique Freeman
Ind
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
587,"Cat Barber
Atl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
588,"Quinn Cook
Sac
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
589,"Wendell Moore Jr.
Det
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
590,"Ron Baker
Wsh
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
591,"Malik Williams
Mia
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
592,"Alan Williams
Bkn
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
593,"Brandon Williams
Dal
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
594,"J.J. Barea
Dal
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
595,"Svi Mykhailiuk
Utah
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
596,"Dominick Barlow
DTD
Atl
PF, C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
597,"Jabari Brown
Mil
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
598,"Johnathan Williams
Wsh
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
599,"Trey Jemison
NO
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
600,"Wenyen Gabriel
FA
SF, PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
601,"Vlatko Cancar
Den
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
602,"James Webb III
Bkn
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
603,"Anthony Tolliver
NO
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
604,"Troy Williams
Sac
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
605,"Jarron Cumberland
Por
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
606,"Bruno Fernando
Tor
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
607,"Walt Lemon Jr.
Ind
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
608,"Collin Gillespie
Phx
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
609,"Orlando Robinson
DTD
Sac
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
610,"Ish Wainright
FA
PF, SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
611,"Shabazz Muhammad
Mil
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
612,"Jacob Wiley
Bkn
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
613,"Brandon Boston Jr.
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
614,"Mindaugas Kuzminskas
NY
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
615,"Sim Bhullar
Sac
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
616,"Brad Wanamaker
Wsh
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
617,"Shaquille Harrison
Mem
SG, PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
618,"Dee Bost
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
619,"Olivier Sarr
O
FA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
620,"Joel Bolomboy
Mil
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
621,"Udoka Azubuike
FA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
622,"James Nunnally
NO
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
623,"Harry Giles III
FA
PF, C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
624,"Andrew White III
NY
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
625,"David Stockton
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
626,"Bryce Cotton
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
627,"Meyers Leonard
Mil
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
628,"Anthony Gill
Wsh
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
629,"Okaro White
Wsh
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
630,"DJ Stephens
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
631,"K.J. Simpson
Cha
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
632,"Frank Ntilikina
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
633,"Zoran Dragic
Bos
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
634,"Kent Bazemore
Sac
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
635,"DeVaughn Akoon-Purcell
OKC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
636,"Jay Huff
Mem
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
637,"Shawn Long
Hou
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
638,"Tony Bradley
FA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
639,"Lamar Stevens
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
640,"Keon Johnson
Bkn
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
641,"Cleanthony Early
NY
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
642,"Vander Blue
LAL
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
643,"Drew Gordon
Phi
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
644,"Georgios Papagiannis
Por
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
645,"Lester Quinones
Phi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
646,"Ryan Arcidiacono
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
647,"Naz Mitrou-Long
Ind
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
648,"Matt Williams Jr.
Mia
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
649,"Lance Thomas
Bkn
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
650,"Shane Larkin
Bos
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
651,"Nikola Radicevic
Den
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
652,"Skylar Mays
Min
SG, PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
653,"Melvin Ajinca
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
654,"Admiral Schofield
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
655,"Javon Freeman-Liberty
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
656,"Aaron White
Wsh
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
657,"Chasson Randle
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
658,"Hollis Thompson
Sac
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
659,"Cristiano Felicio
Chi
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
660,"Shayne Whittington
Ind
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
661,"Cameron Bairstow
Det
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
662,"Xavier Rathan-Mayes
NY
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
663,"Cliff Alexander
NO
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
664,"Jameel Warney
Dal
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
665,"Derrick Walton Jr.
Det
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
666,"Micah Potter
Utah
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
667,"E.J. Liddell
Chi
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
668,"Moussa Diabate
Cha
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
669,"Alec Brown
FA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
670,"Justin Champagnie
Wsh
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
671,"Will Cherry
GS
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
672,"Greg Whittington
Den
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
673,"Julian Washburn
GS
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
674,"Coty Clarke
Bos
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
675,"Noah Vonleh
SA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
676,"Tyler Davis
OKC
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
677,"Killian Tillie
Mem
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
678,"Phil Pressey
GS
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
679,"Tyler Ennis
LAL
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
680,"Joel Berry II
LAL
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
681,"Tyler Johnson
SA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
682,"DeAndre Daniels
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
683,"Kobi Simmons
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
684,"Jalen Jones
Wsh
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
685,"Joe Wieskamp
Dal
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
686,"Marshall Plumlee
Mil
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
687,"Bonzie Colson
Mil
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
688,"Mangok Mathiang
Cha
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
689,"Kyle Collinsworth
Utah
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
690,"Devin Cannady
Orl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
691,"Dru Smith
Mia
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
692,"Keith Appling
Orl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
693,"Eric Atkins
Utah
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
694,"Pierre Jackson
Dal
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
695,"Mitchell Watt
FA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
696,"Zylan Cheatham
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
697,"BJ Johnson
Orl
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
698,"Luke Travers
Cle
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
699,"Brice Johnson
Det
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
700,"Jordan Mickey
Mia
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
701,"Mason Jones
Sac
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
702,"Diamond Stone
Chi
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
703,"Kevin Pangos
Cle
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
704,"Richard Solomon
OKC
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
705,"Dimitrios Agravanis
Sac
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
706,"Dwight Buycks
Det
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
707,"Carlik Jones
Chi
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
708,"Tim Frazier
Cle
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
709,"Jarrod Uthoff
NO
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
710,"Alec Peters
Phx
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
711,"Aaron Craft
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
712,"Marques Bolden
FA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
713,"MarShon Brooks
Chi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
714,"Larry Drew II
Det
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
715,"Stanley Umude
Mil
SG, SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
716,"Terry Taylor
FA
PF, C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
717,"Willie Reed
Chi
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
718,"Chris Johnson
Hou
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
719,"Davon Reed
LAL
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
720,"Aron Baynes
Tor
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
721,"Chris McCullough
Det
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
722,"Michael Cobbins
OKC
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
723,"Brandon Goodwin
Cle
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
724,"Jaylen Adams
Mil
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
725,"Briante Weber
Mia
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
726,"Dakari Johnson
Mem
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
727,"Ibou Badji
Por
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
728,"Semaj Christon
OKC
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
729,"Marcelo Huertas
Hou
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
730,"Jorge Gutierrez
Den
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
731,"Wesley Matthews
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
732,"Tosan Evbuomwan
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
733,"Lorenzo Brown
Tor
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
734,"Alfonzo McKinnie
Chi
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
735,"Allonzo Trier
NY
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
736,"Luka Mitrovic
Phi
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
737,"Zavier Simpson
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
738,"Rayjon Tucker
Mil
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
739,"Ryan Broekhoff
Phi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
740,"Lucas Nogueira
Tor
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
741,"David Duke Jr.
SA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
742,"Isaac Humphries
Orl
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
743,"Keljin Blevins
Por
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
744,"Alex Poythress
Atl
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
745,"Vince Hunter
Mem
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
746,"Devontae Cacok
Por
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
747,"Chris Clemons
Atl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
748,"Yam Madar
Bos
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
749,"Russ Smith
Mem
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
750,"Daishen Nix
Min
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
751,"Jared Harper
NO
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
752,"Bryce McGowens
Por
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
753,"Troy Brown Jr.
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
754,"Kendall Brown
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
755,"Jay Scrubb
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
756,"Xavier Sneed
Cha
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
757,"Adreian Payne
Orl
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
758,"Tyler Harvey
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
759,"Edy Tavares
Cle
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
760,"Isaiah Cousins
Utah
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
761,"Tyler Cook
Chi
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
762,"Alex Kirk
Cle
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
763,"Troy Daniels
Den
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
764,"Eric Mika
Sac
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
765,"Ben Moore
SA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
766,"Chinanu Onuaku
Por
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
767,"Nikola Milutinov
SA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
